,latent
53154,1
53155,1
53156,1
53157,1
53158,1
53159,1
53160,1
53161,1
53162,1
53163,1
53164,1
53165,3
53166,0
53167,3
53168,1
53169,1
53170,1
53171,3
53172,1
53173,1
53174,1
53175,1
53176,3
53177,1
53178,1
53179,1
53180,3
53181,3
53182,1
53183,3
53184,1
53185,1
53186,1
53187,3
53188,1
53189,1
53190,1
53191,1
53192,1
53193,1
53194,1
53195,1
53196,1
53197,1
53198,1
53199,1
53200,1
53201,1
53202,1
53203,1
53204,2
53205,2
53206,2
53207,3
53208,3
53209,1
53210,1
53211,3
53212,1
53213,1
53214,1
53215,1
53216,1
53217,3
53218,2
53219,3
53220,1
53221,1
53222,1
53223,3
53224,2
53225,2
53226,1
53227,1
53228,1
53229,1
53230,3
53231,1
53232,1
53233,1
53234,0
53235,1
53236,1
53237,1
53238,3
53239,1
53240,1
53241,3
53242,3
53243,3
53244,1
53245,1
53246,1
53247,1
53248,1
53249,1
53250,1
53251,1
53252,1
53253,1
53254,3
53255,3
53256,1
53257,1
53258,3
53259,1
53260,1
53261,3
53262,3
53263,3
53264,1
53265,3
53266,3
53267,3
53268,2
53269,2
53270,3
53271,1
53272,1
53273,3
53274,3
53275,3
53276,1
53277,1
53278,3
53279,1
53280,3
53281,1
53282,1
53283,3
53284,3
53285,1
53286,1
53287,1
53288,2
53289,2
53290,1
53291,1
53292,3
53293,1
53294,1
53295,1
53296,1
53297,1
53298,1
53299,1
53300,3
53301,3
53302,1
53303,1
53304,1
53305,1
53306,1
53307,1
53308,1
53309,1
53310,3
53311,1
53312,1
53313,1
53314,1
53315,1
53316,1
53317,3
53318,1
53319,1
53320,1
53321,3
53322,3
53323,1
53324,1
53325,3
53326,3
53327,1
53328,3
53329,2
53330,2
53331,1
53332,1
53333,1
53334,1
53335,3
53336,1
53337,1
53338,1
53339,1
53340,3
53341,3
53342,1
53343,1
53344,1
53345,3
53346,3
53347,2
53348,2
53349,2
53350,2
53351,2
53352,3
53353,3
53354,3
53355,1
53356,3
53357,1
53358,1
53359,1
53360,1
53361,1
53362,1
53363,1
53364,3
53365,3
53366,3
53367,3
53368,1
53369,1
53370,3
53371,3
53372,2
53373,2
53374,2
53375,2
53376,1
53377,3
53378,1
53379,1
53380,1
53381,1
53382,1
53383,1
53384,1
53385,1
53386,3
53387,1
53388,1
53389,1
53390,1
53391,1
53392,1
53393,1
53394,1
53395,3
53396,1
53397,1
53398,1
53399,1
53400,1
53401,1
53402,1
53403,1
53404,1
53405,3
53406,1
53407,1
53408,1
53409,1
53410,1
53411,1
53412,1
53413,1
53414,1
53415,3
53416,1
53417,1
53418,1
53419,1
53420,1
53421,1
53422,1
53423,1
53424,1
53425,0
53426,1
53427,1
53428,1
53429,1
53430,1
53431,1
53432,3
53433,1
53434,1
53435,1
53436,1
53437,1
53438,1
53439,1
53440,1
53441,1
53442,1
53443,1
53444,1
53445,3
53446,1
53447,1
53448,1
53449,1
53450,1
53451,1
53452,1
53453,1
53454,1
53455,1
53456,1
53457,1
53458,1
53459,1
53460,3
53461,1
53462,1
53463,1
53464,1
53465,1
53466,1
53467,1
53468,1
53469,1
53470,3
53471,3
53472,3
53473,1
53474,1
53475,1
53476,1
53477,1
53478,1
53479,1
53480,3
53481,1
53482,1
53483,1
53484,1
53485,1
53486,1
53487,1
53488,1
53489,1
53490,1
53491,3
53492,1
53493,1
53494,1
53495,1
53496,1
53497,1
53498,1
53499,1
53500,1
53501,1
53502,1
53503,3
53504,1
53505,1
53506,1
53507,1
53508,3
53509,1
53510,1
53511,1
53512,1
53513,1
53514,1
53515,1
53516,1
53517,1
53518,1
53519,1
53520,1
53521,1
53522,1
53523,1
53524,1
53525,1
53526,1
53527,3
53528,1
53529,1
53530,1
53531,1
53532,1
53533,1
53534,1
53535,1
53536,1
53537,1
53538,1
53539,1
53540,1
53541,3
53542,1
53543,3
53544,3
53545,1
53546,1
53547,1
53548,1
53549,1
53550,1
53551,1
53552,3
53553,1
53554,1
53555,1
53556,1
53557,1
53558,1
53559,1
53560,1
53561,1
53562,1
53563,1
53564,1
53565,1
53566,1
53567,1
53568,3
53569,1
53570,1
53571,1
53572,1
53573,3
53574,3
53575,3
53576,1
53577,1
53578,1
53579,1
53580,1
53581,1
53582,1
53583,1
53584,1
53585,1
53586,1
53587,1
53588,1
53589,1
53590,1
53591,3
53592,1
53593,1
53594,1
53595,1
53596,1
53597,1
53598,1
53599,1
53600,1
53601,1
53602,3
53603,1
53604,1
53605,1
53606,1
53607,1
53608,1
53609,1
53610,1
53611,1
53612,1
53613,1
53614,1
53615,1
53616,1
53617,1
53618,3
53619,1
53620,1
53621,1
53622,1
53623,1
53624,1
53625,1
53626,1
53627,1
53628,1
53629,1
53630,1
53631,1
53632,1
53633,1
53634,3
53635,1
53636,3
53637,3
53638,3
53639,3
53640,1
53641,1
53642,1
53643,1
53644,3
53645,1
53646,3
53647,3
53648,3
53649,1
53650,1
53651,1
53652,1
53653,1
53654,3
53655,3
53656,1
53657,1
53658,1
53659,1
53660,1
53661,1
53662,1
53663,3
53664,1
53665,1
53666,1
53667,1
53668,1
53669,1
53670,1
53671,1
53672,1
53673,1
53674,1
53675,1
53676,3
53677,1
53678,1
53679,1
53680,1
53681,1
53682,1
53683,1
53684,1
53685,1
53686,1
53687,3
53688,1
53689,1
53690,1
53691,1
53692,1
53693,1
53694,1
53695,3
53696,1
53697,1
53698,3
53699,3
53700,1
53701,1
53702,1
53703,1
53704,1
53705,1
53706,1
53707,1
53708,1
53709,1
53710,1
53711,1
53712,3
53713,1
53714,1
53715,1
53716,1
53717,3
53718,1
53719,3
53720,1
53721,1
53722,1
53723,3
53724,1
53725,1
53726,3
53727,1
53728,1
53729,1
53730,1
53731,1
53732,1
53733,1
53734,1
53735,1
53736,1
53737,1
53738,3
53739,1
53740,1
53741,1
53742,1
53743,1
53744,1
53745,1
53746,1
53747,1
53748,1
53749,1
53750,1
53751,1
53752,3
53753,3
53754,1
53755,3
53756,1
53757,1
53758,1
53759,1
53760,1
53761,1
53762,1
53763,1
53764,1
53765,1
53766,3
53767,1
53768,1
53769,1
53770,1
53771,3
53772,3
53773,1
53774,1
53775,1
53776,1
53777,1
53778,1
53779,1
53780,1
53781,1
53782,1
53783,1
53784,1
53785,1
53786,3
53787,1
53788,1
53789,1
53790,1
53791,1
53792,1
53793,1
53794,1
53795,1
53796,1
53797,1
53798,1
53799,3
53800,1
53801,3
53802,3
53803,1
53804,1
53805,1
53806,1
53807,1
53808,3
53809,1
53810,3
53811,1
53812,3
53813,3
53814,1
53815,1
53816,1
53817,3
53818,1
53819,3
53820,3
53821,3
53822,1
53823,1
53824,1
53825,1
53826,1
53827,1
53828,1
53829,1
53830,1
53831,1
53832,1
53833,1
53834,1
53835,1
53836,1
53837,1
53838,3
53839,1
53840,1
53841,1
53842,1
53843,1
53844,1
53845,1
53846,1
53847,1
53848,1
53849,1
53850,1
53851,1
53852,1
53853,1
53854,3
53855,1
53856,1
53857,1
53858,1
53859,1
53860,1
53861,1
53862,1
53863,1
53864,1
53865,1
53866,1
53867,3
53868,1
53869,1
53870,1
53871,1
53872,1
53873,1
53874,1
53875,1
53876,3
53877,1
53878,1
53879,1
53880,1
53881,1
53882,1
53883,1
53884,1
53885,1
53886,3
53887,1
53888,1
53889,1
53890,1
53891,1
53892,1
53893,1
53894,1
53895,1
53896,3
53897,3
53898,3
53899,1
53900,2
53901,2
53902,2
53903,2
53904,2
53905,2
53906,2
53907,2
53908,2
53909,2
53910,1
53911,1
53912,1
53913,2
53914,2
53915,2
53916,2
53917,2
53918,2
53919,2
53920,2
53921,2
53922,3
53923,3
53924,3
53925,2
53926,3
53927,3
53928,1
53929,1
53930,3
53931,1
53932,3
53933,3
53934,3
53935,3
53936,1
53937,3
53938,2
53939,2
53940,2
53941,1
53942,1
53943,3
53944,3
53945,3
53946,1
53947,3
53948,3
53949,3
53950,1
53951,3
53952,1
53953,3
53954,1
53955,1
53956,1
53957,1
53958,1
53959,3
53960,1
53961,1
53962,1
53963,3
53964,1
53965,1
53966,1
53967,1
53968,3
53969,3
53970,1
53971,1
53972,1
53973,2
53974,2
53975,2
53976,2
53977,2
53978,2
53979,1
53980,3
53981,3
53982,3
53983,1
53984,1
53985,1
53986,1
53987,1
53988,3
53989,1
53990,1
53991,3
53992,1
53993,1
53994,1
53995,1
53996,1
53997,1
53998,1
53999,1
54000,3
54001,1
54002,1
54003,1
54004,1
54005,1
54006,1
54007,3
54008,1
54009,1
54010,1
54011,1
54012,1
54013,1
54014,3
54015,1
54016,1
54017,3
54018,3
54019,1
54020,3
54021,1
54022,1
54023,1
54024,3
54025,3
54026,3
54027,3
54028,3
54029,2
54030,2
54031,2
54032,2
54033,3
54034,1
54035,3
54036,1
54037,1
54038,3
54039,3
54040,1
54041,3
54042,1
54043,3
54044,3
54045,1
54046,1
54047,1
54048,3
54049,2
54050,2
54051,2
54052,2
54053,2
54054,3
54055,3
54056,3
54057,1
54058,3
54059,3
54060,1
54061,1
54062,3
54063,1
54064,1
54065,1
54066,1
54067,1
54068,3
54069,3
54070,1
54071,3
54072,1
54073,3
54074,1
54075,3
54076,2
54077,2
54078,2
54079,1
54080,1
54081,1
54082,1
54083,1
54084,1
54085,1
54086,1
54087,1
54088,1
54089,1
54090,1
54091,1
54092,3
54093,1
54094,1
54095,1
54096,1
54097,1
54098,1
54099,1
54100,1
54101,3
54102,1
54103,1
54104,1
54105,1
54106,1
54107,1
54108,1
54109,0
54110,1
54111,1
54112,1
54113,1
54114,1
54115,1
54116,1
54117,1
54118,1
54119,3
54120,1
54121,1
54122,1
54123,1
54124,1
54125,1
54126,1
54127,1
54128,1
54129,3
54130,1
54131,1
54132,1
54133,1
54134,1
54135,3
54136,1
54137,1
54138,1
54139,1
54140,1
54141,1
54142,1
54143,1
54144,1
54145,1
54146,3
54147,1
54148,1
54149,1
54150,1
54151,1
54152,1
54153,1
54154,1
54155,3
54156,1
54157,1
54158,1
54159,1
54160,1
54161,1
54162,1
54163,1
54164,1
54165,1
54166,1
54167,1
54168,1
54169,1
54170,1
54171,1
54172,1
54173,3
54174,3
54175,1
54176,1
54177,1
54178,3
54179,3
54180,3
54181,1
54182,1
54183,1
54184,1
54185,1
54186,1
54187,1
54188,1
54189,1
54190,1
54191,1
54192,3
54193,1
54194,1
54195,1
54196,1
54197,1
54198,1
54199,1
54200,1
54201,1
54202,1
54203,3
54204,3
54205,1
54206,3
54207,1
54208,1
54209,1
54210,1
54211,1
54212,1
54213,3
54214,1
54215,1
54216,1
54217,1
54218,1
54219,1
54220,1
54221,3
54222,1
54223,1
54224,3
54225,3
54226,1
54227,1
54228,1
54229,1
54230,1
54231,3
54232,1
54233,1
54234,1
54235,3
54236,3
54237,1
54238,1
54239,1
54240,1
54241,1
54242,1
54243,1
54244,1
54245,1
54246,1
54247,3
54248,1
54249,1
54250,1
54251,1
54252,1
54253,1
54254,3
54255,3
54256,1
54257,1
54258,1
54259,1
54260,3
54261,1
54262,1
54263,1
54264,1
54265,1
54266,1
54267,1
54268,1
54269,3
54270,1
54271,1
54272,1
54273,1
54274,1
54275,1
54276,1
54277,1
54278,1
54279,3
54280,3
54281,0
54282,0
54283,1
54284,1
54285,1
54286,1
54287,1
54288,1
54289,1
54290,1
54291,1
54292,1
54293,1
54294,1
54295,1
54296,1
54297,1
54298,1
54299,0
54300,1
54301,1
54302,1
54303,1
54304,1
54305,1
54306,3
54307,1
54308,1
54309,1
54310,1
54311,1
54312,1
54313,1
54314,1
54315,1
54316,1
54317,3
54318,1
54319,1
54320,1
54321,1
54322,1
54323,1
54324,1
54325,1
54326,3
54327,1
54328,1
54329,1
54330,1
54331,1
54332,1
54333,1
54334,1
54335,1
54336,1
54337,1
54338,1
54339,1
54340,1
54341,1
54342,1
54343,1
54344,3
54345,3
54346,1
54347,1
54348,1
54349,1
54350,3
54351,1
54352,1
54353,1
54354,1
54355,1
54356,1
54357,1
54358,1
54359,1
54360,3
54361,1
54362,1
54363,1
54364,1
54365,1
54366,1
54367,1
54368,1
54369,1
54370,1
54371,1
54372,1
54373,3
54374,1
54375,1
54376,1
54377,1
54378,1
54379,1
54380,1
54381,1
54382,1
54383,1
54384,3
54385,1
54386,1
54387,1
54388,1
54389,1
54390,1
54391,1
54392,1
54393,1
54394,1
54395,1
54396,3
54397,1
54398,1
54399,1
54400,1
54401,1
54402,1
54403,1
54404,1
54405,1
54406,3
54407,1
54408,1
54409,1
54410,1
54411,1
54412,1
54413,1
54414,1
54415,1
54416,1
54417,3
54418,1
54419,1
54420,2
54421,2
54422,2
54423,2
54424,2
54425,2
54426,1
54427,3
54428,1
54429,3
54430,1
54431,1
54432,1
54433,3
54434,1
54435,1
54436,1
54437,3
54438,1
54439,3
54440,3
54441,1
54442,1
54443,1
54444,1
54445,1
54446,1
54447,1
54448,1
54449,1
54450,1
54451,1
54452,3
54453,1
54454,1
54455,1
54456,1
54457,1
54458,1
54459,1
54460,1
54461,1
54462,1
54463,3
54464,1
54465,1
54466,1
54467,1
54468,1
54469,1
54470,1
54471,1
54472,1
54473,1
54474,1
54475,1
54476,1
54477,3
54478,1
54479,1
54480,1
54481,1
54482,1
54483,1
54484,1
54485,1
54486,1
54487,1
54488,1
54489,1
54490,3
54491,1
54492,1
54493,1
54494,1
54495,1
54496,1
54497,1
54498,1
54499,1
54500,3
54501,1
54502,1
54503,1
54504,1
54505,1
54506,1
54507,1
54508,1
54509,1
54510,3
54511,3
54512,1
54513,1
54514,1
54515,1
54516,1
54517,1
54518,1
54519,3
54520,1
54521,1
54522,1
54523,1
54524,1
54525,1
54526,1
54527,1
54528,1
54529,3
54530,3
54531,1
54532,1
54533,1
54534,3
54535,1
54536,1
54537,1
54538,1
54539,1
54540,1
54541,1
54542,1
54543,3
54544,1
54545,1
54546,1
54547,1
54548,1
54549,1
54550,1
54551,1
54552,1
54553,1
54554,3
54555,1
54556,1
54557,1
54558,1
54559,1
54560,1
54561,1
54562,1
54563,1
54564,3
54565,3
54566,3
54567,1
54568,1
54569,3
54570,3
54571,1
54572,1
54573,3
54574,3
54575,2
54576,1
54577,1
54578,1
54579,1
54580,1
54581,1
54582,1
54583,1
54584,1
54585,3
54586,1
54587,1
54588,1
54589,1
54590,1
54591,1
54592,1
54593,1
54594,1
54595,1
54596,1
54597,1
54598,1
54599,3
54600,1
54601,1
54602,1
54603,1
54604,1
54605,3
54606,3
54607,1
54608,1
54609,1
54610,1
54611,1
54612,1
54613,1
54614,1
54615,3
54616,1
54617,1
54618,1
54619,3
54620,1
54621,1
54622,1
54623,1
54624,1
54625,1
54626,1
54627,3
54628,1
54629,1
54630,1
54631,1
54632,1
54633,1
54634,1
54635,1
54636,1
54637,1
54638,3
54639,1
54640,3
54641,3
54642,3
54643,1
54644,1
54645,1
54646,1
54647,1
54648,1
54649,1
54650,1
54651,1
54652,1
54653,1
54654,3
54655,1
54656,1
54657,1
54658,1
54659,1
54660,1
54661,1
54662,1
54663,1
54664,1
54665,3
54666,3
54667,2
54668,2
54669,2
54670,2
54671,2
54672,2
54673,2
54674,2
54675,3
54676,1
54677,1
54678,1
54679,3
54680,1
54681,2
54682,2
54683,2
54684,2
54685,2
54686,2
54687,2
54688,2
54689,2
54690,3
54691,3
54692,1
54693,1
54694,3
54695,1
54696,3
54697,1
54698,1
54699,3
54700,3
54701,1
54702,3
54703,1
54704,3
54705,1
54706,3
54707,3
54708,2
54709,2
54710,1
54711,1
54712,1
54713,1
54714,3
54715,3
54716,1
54717,1
54718,1
54719,1
54720,1
54721,2
54722,2
54723,2
54724,2
54725,2
54726,2
54727,2
54728,1
54729,1
54730,3
54731,1
54732,1
54733,3
54734,1
54735,3
54736,3
54737,1
54738,1
54739,1
54740,1
54741,1
54742,1
54743,1
54744,3
54745,3
54746,1
54747,1
54748,1
54749,1
54750,1
54751,3
54752,3
54753,1
54754,1
54755,1
54756,1
54757,3
54758,3
54759,3
54760,1
54761,1
54762,1
54763,1
54764,1
54765,1
54766,3
54767,3
54768,1
54769,1
54770,1
54771,1
54772,2
54773,2
54774,2
54775,1
54776,1
54777,1
54778,1
54779,1
54780,1
54781,1
54782,1
54783,1
54784,1
54785,1
54786,1
54787,3
54788,1
54789,3
54790,1
54791,1
54792,1
54793,1
54794,1
54795,3
54796,1
54797,1
54798,1
54799,1
54800,1
54801,1
54802,1
54803,1
54804,1
54805,0
54806,1
54807,1
54808,1
54809,2
54810,3
54811,3
54812,1
54813,1
54814,1
54815,3
54816,1
54817,3
54818,1
54819,1
54820,3
54821,3
54822,1
54823,3
54824,3
54825,1
54826,1
54827,1
54828,1
54829,1
54830,1
54831,3
54832,1
54833,1
54834,1
54835,3
54836,3
54837,1
54838,3
54839,1
54840,1
54841,1
54842,1
54843,1
54844,1
54845,1
54846,3
54847,0
54848,3
54849,1
54850,1
54851,3
54852,1
54853,1
54854,1
54855,1
54856,3
54857,1
54858,1
54859,1
54860,3
54861,1
54862,1
54863,1
54864,2
54865,2
54866,2
54867,1
54868,1
54869,1
54870,3
54871,3
54872,3
54873,1
54874,3
54875,3
54876,1
54877,3
54878,1
54879,1
54880,1
54881,1
54882,1
54883,1
54884,1
54885,1
54886,1
54887,1
54888,1
54889,1
54890,1
54891,1
54892,3
54893,1
54894,1
54895,1
54896,1
54897,1
54898,1
54899,1
54900,1
54901,1
54902,1
54903,1
54904,3
54905,3
54906,3
54907,2
54908,2
54909,2
54910,2
54911,2
54912,2
54913,2
54914,1
54915,1
54916,1
54917,3
54918,3
54919,1
54920,1
54921,3
54922,1
54923,1
54924,1
54925,1
54926,1
54927,3
54928,1
54929,1
54930,1
54931,1
54932,3
54933,1
54934,1
54935,1
54936,1
54937,1
54938,1
54939,1
54940,1
54941,1
54942,1
54943,1
54944,1
54945,3
54946,1
54947,1
54948,1
54949,1
54950,1
54951,1
54952,3
54953,3
54954,1
54955,1
54956,1
54957,2
54958,2
54959,2
54960,3
54961,1
54962,3
54963,1
54964,1
54965,1
54966,1
54967,1
54968,1
54969,1
54970,3
54971,1
54972,1
54973,1
54974,1
54975,1
54976,1
54977,1
54978,1
54979,1
54980,1
54981,3
54982,1
54983,1
54984,1
54985,1
54986,1
54987,1
54988,1
54989,1
54990,1
54991,0
54992,0
54993,0
54994,0
54995,0
54996,3
54997,3
54998,1
54999,1
55000,1
55001,1
55002,1
55003,1
55004,1
55005,1
55006,1
55007,1
55008,3
55009,1
55010,1
55011,1
55012,1
55013,1
55014,1
55015,1
55016,1
55017,1
55018,1
55019,3
55020,3
55021,1
55022,1
55023,1
55024,1
55025,1
55026,1
55027,1
55028,1
55029,1
55030,1
55031,1
55032,1
55033,3
55034,1
55035,1
55036,1
55037,1
55038,1
55039,1
55040,1
55041,3
55042,1
55043,3
55044,3
55045,1
55046,3
55047,2
55048,2
55049,1
55050,1
55051,3
55052,1
55053,1
55054,1
55055,1
55056,1
55057,1
55058,1
55059,1
55060,1
55061,1
55062,1
55063,1
55064,1
55065,1
55066,1
55067,3
55068,1
55069,1
55070,2
55071,1
55072,1
55073,1
55074,1
55075,1
55076,3
55077,3
55078,3
55079,1
55080,1
55081,1
55082,3
55083,1
55084,1
55085,1
55086,1
55087,1
55088,1
55089,1
55090,1
55091,1
55092,1
55093,1
55094,1
55095,1
55096,1
55097,3
55098,3
55099,1
55100,1
55101,2
55102,2
55103,2
55104,2
55105,2
55106,2
55107,2
55108,2
55109,2
55110,2
55111,2
55112,1
55113,3
55114,1
55115,3
55116,3
55117,1
55118,1
55119,3
55120,1
55121,1
55122,1
55123,2
55124,2
55125,2
55126,2
55127,2
55128,1
55129,1
55130,1
55131,3
55132,1
55133,1
55134,1
55135,1
55136,1
55137,2
55138,2
55139,2
55140,2
55141,2
55142,2
55143,2
55144,2
55145,2
55146,2
55147,1
55148,1
55149,1
55150,1
55151,1
55152,2
55153,2
55154,2
55155,2
55156,2
55157,2
55158,2
55159,2
55160,2
55161,2
55162,2
55163,2
55164,1
55165,1
55166,1
55167,2
55168,2
55169,2
55170,2
55171,1
55172,1
55173,1
55174,1
55175,2
55176,2
55177,1
55178,1
55179,1
55180,1
55181,1
55182,1
55183,1
55184,1
55185,1
55186,1
55187,1
55188,1
55189,1
55190,1
55191,1
55192,3
55193,1
55194,1
55195,1
55196,1
55197,1
55198,1
55199,1
55200,1
55201,1
55202,1
55203,1
55204,1
55205,1
55206,3
55207,1
55208,1
55209,1
55210,1
55211,1
55212,1
55213,1
55214,1
55215,1
55216,2
55217,2
55218,2
55219,2
55220,2
55221,1
55222,1
55223,1
55224,1
55225,1
55226,1
55227,1
55228,1
55229,1
55230,3
55231,1
55232,1
55233,1
55234,1
55235,1
55236,1
55237,1
55238,1
55239,1
55240,3
55241,1
55242,1
55243,1
55244,1
55245,1
55246,1
55247,1
55248,1
55249,1
55250,1
55251,3
55252,3
55253,1
55254,1
55255,1
55256,1
55257,1
55258,3
55259,3
55260,1
55261,1
55262,1
55263,1
55264,1
55265,1
55266,1
55267,1
55268,1
55269,0
55270,3
55271,1
55272,3
55273,1
55274,1
55275,1
55276,1
55277,1
55278,1
55279,1
55280,1
55281,1
55282,1
55283,1
55284,1
55285,1
55286,1
55287,1
55288,1
55289,3
55290,1
55291,1
55292,1
55293,1
55294,1
55295,1
55296,1
55297,1
55298,3
55299,1
55300,1
55301,1
55302,1
55303,1
55304,1
55305,1
55306,1
55307,1
55308,1
55309,1
55310,1
55311,3
55312,1
55313,1
55314,1
55315,1
55316,1
55317,1
55318,1
55319,1
55320,1
55321,1
55322,1
55323,1
55324,1
55325,3
55326,3
55327,1
55328,1
55329,1
55330,1
55331,1
55332,1
55333,1
55334,1
55335,1
55336,1
55337,1
55338,1
55339,1
55340,1
55341,1
55342,1
55343,3
55344,3
55345,3
55346,3
55347,1
55348,1
55349,1
55350,3
55351,3
55352,1
55353,1
55354,1
55355,1
55356,1
55357,1
55358,1
55359,1
55360,1
55361,1
55362,1
55363,1
55364,3
55365,1
55366,1
55367,1
55368,1
55369,1
55370,1
55371,1
55372,1
55373,1
55374,1
55375,3
55376,1
55377,1
55378,1
55379,1
55380,1
55381,1
55382,1
55383,1
55384,1
55385,1
55386,1
55387,1
55388,1
55389,3
55390,1
55391,1
55392,1
55393,1
55394,1
55395,1
55396,1
55397,1
55398,1
55399,1
55400,1
55401,1
55402,1
55403,1
55404,1
55405,3
55406,3
55407,2
55408,1
55409,3
55410,3
55411,1
55412,1
55413,1
55414,3
55415,1
55416,3
55417,1
55418,1
55419,3
55420,3
55421,1
55422,1
55423,1
55424,1
55425,1
55426,3
55427,1
55428,1
55429,1
55430,1
55431,1
55432,1
55433,1
55434,1
55435,1
55436,1
55437,1
55438,1
55439,1
55440,3
55441,1
55442,1
55443,1
55444,1
55445,1
55446,1
55447,1
55448,1
55449,3
55450,1
55451,1
55452,1
55453,1
55454,1
55455,1
55456,1
55457,1
55458,1
55459,1
55460,1
55461,1
55462,1
55463,3
55464,3
55465,3
55466,2
55467,2
55468,3
55469,1
55470,3
55471,3
55472,1
55473,3
55474,1
55475,3
55476,3
55477,1
55478,1
55479,3
55480,3
55481,1
55482,3
55483,2
55484,2
55485,2
55486,2
55487,2
55488,2
55489,2
55490,3
55491,3
55492,3
55493,3
55494,1
55495,1
55496,1
55497,1
55498,1
55499,1
55500,3
55501,2
55502,2
55503,2
55504,1
55505,1
55506,3
55507,2
55508,2
55509,2
55510,1
55511,1
55512,1
55513,1
55514,3
55515,3
55516,1
55517,1
55518,3
55519,3
55520,3
55521,3
55522,1
55523,1
55524,1
55525,1
55526,1
55527,1
55528,1
55529,1
55530,1
55531,1
55532,1
55533,1
55534,3
55535,1
55536,1
55537,1
55538,1
55539,1
55540,1
55541,1
55542,1
55543,1
55544,1
55545,1
55546,1
55547,1
55548,3
55549,3
55550,1
55551,1
55552,3
55553,1
55554,3
55555,1
55556,1
55557,3
55558,1
55559,1
55560,1
55561,1
55562,1
55563,1
55564,3
55565,1
55566,1
55567,1
55568,3
55569,1
55570,3
55571,1
55572,1
55573,1
55574,1
55575,3
55576,3
55577,1
55578,1
55579,1
55580,1
55581,1
55582,1
55583,1
55584,1
55585,1
55586,1
55587,1
55588,1
55589,1
55590,1
55591,1
55592,3
55593,3
55594,1
55595,3
55596,1
55597,1
55598,0
55599,1
55600,3
55601,1
55602,1
55603,1
55604,1
55605,1
55606,1
55607,1
55608,3
55609,3
55610,1
55611,1
55612,1
55613,1
55614,1
55615,1
55616,1
55617,1
55618,1
55619,1
55620,3
55621,1
55622,1
55623,1
55624,1
55625,1
55626,1
55627,1
55628,1
55629,3
55630,1
55631,1
55632,1
55633,1
55634,1
55635,3
55636,3
55637,3
55638,1
55639,1
55640,1
55641,1
55642,1
55643,1
55644,1
55645,1
55646,3
55647,3
55648,1
55649,1
55650,1
55651,1
55652,1
55653,3
55654,1
55655,1
55656,1
55657,1
55658,1
55659,1
55660,1
55661,1
55662,2
55663,2
55664,2
55665,2
55666,1
55667,3
55668,2
55669,2
55670,2
55671,3
55672,1
55673,1
55674,1
55675,1
55676,1
55677,1
55678,1
55679,1
55680,1
55681,1
55682,1
55683,1
55684,1
55685,3
55686,1
55687,1
55688,1
55689,1
55690,1
55691,1
55692,1
55693,3
55694,1
55695,1
55696,1
55697,1
55698,1
55699,1
55700,1
55701,1
55702,1
55703,1
55704,1
55705,1
55706,1
55707,3
55708,1
55709,1
55710,1
55711,1
55712,1
55713,1
55714,1
55715,1
55716,1
55717,1
55718,1
55719,1
55720,1
55721,1
55722,1
55723,1
55724,1
55725,1
55726,3
55727,3
55728,3
55729,1
55730,3
55731,3
55732,1
55733,1
55734,1
55735,1
55736,1
55737,1
55738,3
55739,1
55740,1
55741,1
55742,1
55743,1
55744,1
55745,3
55746,1
55747,1
55748,1
55749,1
55750,1
55751,1
55752,1
55753,1
55754,3
55755,1
55756,1
55757,1
55758,1
55759,1
55760,3
55761,1
55762,3
55763,1
55764,1
55765,1
55766,1
55767,1
55768,1
55769,1
55770,1
55771,3
55772,1
55773,1
55774,1
55775,1
55776,1
55777,1
55778,1
55779,1
55780,1
55781,1
55782,1
55783,1
55784,3
55785,1
55786,3
55787,3
55788,1
55789,3
55790,1
55791,3
55792,3
55793,1
55794,3
55795,3
55796,1
55797,3
55798,1
55799,1
55800,1
55801,1
55802,1
55803,1
55804,1
55805,1
55806,1
55807,1
55808,1
55809,1
55810,1
55811,1
55812,1
55813,3
55814,3
55815,1
55816,1
55817,1
55818,1
55819,1
55820,1
55821,1
55822,1
55823,1
55824,1
55825,1
55826,3
55827,1
55828,1
55829,1
55830,1
55831,1
55832,1
55833,1
55834,3
55835,3
55836,1
55837,3
55838,1
55839,1
55840,1
55841,1
55842,3
55843,1
55844,1
55845,1
55846,1
55847,1
55848,1
55849,1
55850,1
55851,1
55852,1
55853,1
55854,3
55855,1
55856,1
55857,1
55858,1
55859,3
55860,3
55861,1
55862,3
55863,3
55864,1
55865,3
55866,1
55867,1
55868,1
55869,1
55870,1
55871,3
55872,1
55873,1
55874,1
55875,1
55876,3
55877,1
55878,1
55879,1
55880,1
55881,3
55882,3
55883,1
55884,1
55885,1
55886,1
55887,1
55888,1
55889,1
55890,1
55891,1
55892,1
55893,1
55894,1
55895,1
55896,1
55897,1
55898,1
55899,3
55900,1
55901,3
55902,1
55903,1
55904,1
55905,1
55906,1
55907,1
55908,1
55909,1
55910,1
55911,1
55912,1
55913,1
55914,1
55915,1
55916,1
55917,1
55918,1
55919,3
55920,1
55921,1
55922,1
55923,1
55924,1
55925,0
55926,1
55927,1
55928,1
55929,1
55930,1
55931,1
55932,1
55933,1
55934,1
55935,1
55936,1
55937,1
55938,1
55939,3
55940,3
55941,1
55942,3
55943,3
55944,3
55945,1
55946,3
55947,1
55948,1
55949,1
55950,1
55951,1
55952,1
